timestamp,close
2021-07-28 10:00:00,40142.18
2021-07-28 9:00:00,39934
2021-07-28 8:00:00,39519.99
2021-07-28 7:00:00,39895.88
2021-07-28 6:00:00,39540
2021-07-28 5:00:00,40127.38
2021-07-28 4:00:00,39676.16
2021-07-28 3:00:00,39817.56
2021-07-28 2:00:00,39846.04
2021-07-28 1:00:00,39878.75
2021-07-28 0:00:00,39069.54
2021-07-27 23:00:00,39457.87
2021-07-27 22:00:00,39178.13
2021-07-27 21:00:00,38338.75
2021-07-27 20:00:00,38031.9
2021-07-27 19:00:00,37800.49
2021-07-27 18:00:00,37908.23
2021-07-27 17:00:00,37787.3
2021-07-27 16:00:00,37622.95
2021-07-27 15:00:00,38209.58
2021-07-27 14:00:00,38242.96
2021-07-27 13:00:00,38460.46
2021-07-27 12:00:00,38350.03
2021-07-27 11:00:00,38064.87
2021-07-27 10:00:00,37608.57
2021-07-27 9:00:00,37369.97
2021-07-27 8:00:00,37254.98
2021-07-27 7:00:00,37115.11
2021-07-27 6:00:00,36980.4
2021-07-27 5:00:00,37100
2021-07-27 4:00:00,36951.88
2021-07-27 3:00:00,36823.8
2021-07-27 2:00:00,36515.68
2021-07-27 1:00:00,36875.75
2021-07-27 0:00:00,37443
2021-07-26 23:00:00,37237.6
2021-07-26 22:00:00,37605.99
2021-07-26 21:00:00,37119.09
2021-07-26 20:00:00,37752.53
2021-07-26 19:00:00,39365.15
2021-07-26 18:00:00,39709.16
2021-07-26 17:00:00,39223.57
2021-07-26 16:00:00,39045.82
2021-07-26 15:00:00,38562.21
2021-07-26 14:00:00,38316.84
2021-07-26 13:00:00,38322.43
2021-07-26 12:00:00,38643.61
2021-07-26 11:00:00,38473.61
2021-07-26 10:00:00,38613.36
2021-07-26 9:00:00,38206.45
2021-07-26 8:00:00,38194.41
2021-07-26 7:00:00,38150
2021-07-26 6:00:00,38622.24
2021-07-26 5:00:00,38568.92
2021-07-26 4:00:00,38270.26
2021-07-26 3:00:00,38283.98
2021-07-26 2:00:00,38043.69
2021-07-26 1:00:00,38313.4
2021-07-26 0:00:00,36767.47
2021-07-25 23:00:00,35381.02
2021-07-25 22:00:00,34656.78
2021-07-25 21:00:00,34551
2021-07-25 20:00:00,34446.01
2021-07-25 19:00:00,34353.25
